respondent_id,date,market,segment,brand,ad_recall,brand_link,distinctive_asset,trust,value_for_money,premium,fun,personal_relevance,consideration,competitor_salience
R02027,2024-07-15,ID,gen_z,brand_a,0,0,0,3,4,3,5,2,1,0
R02028,2024-07-15,ID,gen_z,brand_a,0,0,0,2,2,2,2,2,0,1
R02029,2024-07-15,ID,gen_z,brand_a,0,0,0,2,2,4,3,2,0,1
R02030,2024-07-15,ID,gen_z,brand_a,1,1,0,5,5,3,4,3,1,0
R02031,2024-07-15,ID,gen_z,brand_a,0,1,0,3,4,2,4,3,1,0
R02032,2024-07-15,ID,gen_z,brand_a,0,1,1,3,3,4,3,2,0,0
R02033,2024-07-15,ID,gen_z,brand_a,0,1,1,4,4,2,4,3,1,0
R02034,2024-07-15,ID,gen_z,brand_a,0,0,0,1,2,3,2,3,0,1
R02035,2024-07-15,ID,millennial,brand_a,1,1,0,4,4,3,3,3,1,1
R02036,2024-07-15,ID,millennial,brand_a,0,1,0,4,2,2,3,3,1,0
R02037,2024-07-15,ID,millennial,brand_a,1,1,1,4,3,2,5,4,0,0
R02038,2024-07-15,ID,millennial,brand_a,1,1,0,5,5,2,4,5,1,0
R02039,2024-07-15,ID,millennial,brand_a,0,1,0,3,4,3,4,3,0,0
R02040,2024-07-15,ID,millennial,brand_a,0,1,0,3,3,3,2,3,1,1
R02041,2024-07-15,ID,millennial,brand_a,0,1,1,2,3,3,2,4,0,0
R02042,2024-07-15,ID,millennial,brand_a,1,1,0,5,3,2,3,4,0,1
R02043,2024-07-15,ID,millennial,brand_a,0,1,1,2,3,4,3,3,0,1
R02044,2024-07-15,ID,millennial,brand_a,0,1,1,2,2,4,2,3,0,0
R02045,2024-07-15,ID,millennial,brand_a,1,0,1,3,2,3,4,4,1,1
R02046,2024-07-15,ID,millennial,brand_a,1,0,1,3,3,3,4,3,1,1
R02047,2024-07-15,ID,millennial,brand_a,1,1,1,5,5,2,4,4,1,0
R02048,2024-07-15,ID,millennial,brand_a,1,0,0,3,5,3,3,3,1,0
R02049,2024-07-15,ID,millennial,brand_a,0,1,1,4,3,2,2,3,0,1
R02050,2024-07-15,ID,millennial,brand_a,0,0,1,3,4,4,2,2,0,1
R02051,2024-07-15,ID,millennial,brand_a,0,0,1,2,2,2,3,3,1,1
R02052,2024-07-15,ID,millennial,brand_a,1,1,0,4,5,2,4,2,1,0
R02053,2024-07-15,ID,family,brand_a,1,1,1,4,4,1,4,4,1,0
R02054,2024-07-15,ID,family,brand_a,0,1,0,3,5,4,3,4,1,1
R02055,2024-07-15,ID,family,brand_a,1,1,0,4,3,1,2,4,1,0
R02056,2024-07-15,ID,family,brand_a,1,1,1,4,5,2,5,4,1,0
R02057,2024-07-15,ID,family,brand_a,1,1,1,5,5,1,5,4,1,0
R02058,2024-07-15,ID,family,brand_a,1,0,1,4,4,1,5,4,1,0
R02059,2024-07-15,ID,family,brand_a,1,1,0,3,3,2,3,4,0,0
R02060,2024-07-15,ID,family,brand_a,0,1,1,3,3,4,5,3,0,0
R02061,2024-07-15,ID,family,brand_a,0,0,1,5,4,3,4,4,1,1
R02062,2024-07-15,ID,family,brand_a,0,1,1,3,5,2,3,4,1,0
R02063,2024-07-15,ID,family,brand_a,0,1,0,5,5,1,5,3,1,0
R02064,2024-07-15,ID,family,brand_a,1,1,0,4,3,3,3,2,0,0
R02065,2024-07-15,ID,family,brand_a,0,0,1,3,2,3,3,3,1,1
R02066,2024-07-15,ID,family,brand_a,0,1,1,4,3,2,3,4,0,1
R02067,2024-07-15,ID,family,brand_a,0,0,0,2,4,3,2,4,0,1
R02068,2024-07-15,ID,family,brand_a,1,1,0,2,4,3,4,2,1,1
R02069,2024-07-15,ID,family,brand_a,0,0,0,4,4,2,3,5,1,0
R02070,2024-07-15,ID,family,brand_a,1,1,1,4,2,3,3,2,0,1
R02071,2024-07-15,ID,premium_seekers,brand_a,0,1,1,5,4,3,5,5,1,0
R02072,2024-07-15,ID,premium_seekers,brand_a,0,1,0,3,2,2,3,2,1,0
R02073,2024-07-15,ID,premium_seekers,brand_a,1,0,0,2,1,3,2,3,1,1
R02074,2024-07-15,ID,premium_seekers,brand_a,1,1,1,5,4,2,4,3,0,0
R02075,2024-07-15,ID,premium_seekers,brand_a,0,0,0,2,3,4,2,3,1,1
R02076,2024-07-15,ID,premium_seekers,brand_a,1,0,1,4,5,2,3,4,0,0
R02077,2024-07-15,ID,premium_seekers,brand_a,1,1,1,5,4,3,3,4,1,0
R02078,2024-07-15,ID,premium_seekers,brand_a,1,1,1,4,4,2,5,5,1,0
R02079,2024-07-15,ID,premium_seekers,brand_a,1,1,0,3,2,3,3,4,1,0
R02080,2024-07-15,ID,premium_seekers,brand_a,1,1,0,3,5,2,3,3,1,1
R02081,2024-07-15,ID,premium_seekers,brand_a,0,1,1,3,3,3,4,4,1,0
R02082,2024-07-15,ID,premium_seekers,brand_a,0,0,0,2,3,3,4,4,1,1
R02083,2024-07-15,ID,premium_seekers,brand_a,1,1,0,3,3,3,4,4,1,0
R02084,2024-07-15,ID,premium_seekers,brand_a,1,1,1,3,4,4,2,3,1,0
R02085,2024-07-15,ID,premium_seekers,brand_a,1,1,0,4,3,2,5,2,1,1
R02086,2024-07-15,ID,premium_seekers,brand_a,0,1,0,3,4,3,4,5,1,1
R02087,2024-07-15,ID,premium_seekers,brand_a,1,1,1,4,4,2,5,5,1,0
R02088,2024-07-15,ID,premium_seekers,brand_a,1,1,1,4,3,3,4,4,1,0
R02089,2024-07-22,ID,gen_z,brand_a,1,1,1,3,3,1,2,2,0,0
R02090,2024-07-22,ID,gen_z,brand_a,1,1,0,3,2,4,4,3,0,0
R02091,2024-07-22,ID,gen_z,brand_a,0,1,1,3,4,2,4,5,1,0
R02092,2024-07-22,ID,gen_z,brand_a,1,1,1,5,2,1,3,3,1,0
R02093,2024-07-22,ID,gen_z,brand_a,1,1,1,5,5,3,3,3,1,0
R02094,2024-07-22,ID,gen_z,brand_a,1,1,1,3,4,2,4,3,1,0
R02095,2024-07-22,ID,gen_z,brand_a,0,0,0,2,3,5,2,2,1,1
R02096,2024-07-22,ID,gen_z,brand_a,1,1,1,4,3,2,4,3,1,0
R02097,2024-07-22,ID,gen_z,brand_a,1,0,0,3,3,3,3,3,1,0
R02098,2024-07-22,ID,gen_z,brand_a,0,0,0,2,1,4,2,2,0,1
R02099,2024-07-22,ID,gen_z,brand_a,0,1,1,3,3,3,4,4,0,0
R02100,2024-07-22,ID,gen_z,brand_a,1,1,1,4,4,3,4,4,1,1
R02101,2024-07-22,ID,gen_z,brand_a,1,1,1,4,4,1,3,5,0,0
R02102,2024-07-22,ID,gen_z,brand_a,0,0,0,4,4,2,4,3,1,0
R02103,2024-07-22,ID,gen_z,brand_a,1,1,1,4,3,2,4,4,1,0
R02104,2024-07-22,ID,gen_z,brand_a,1,0,1,2,2,4,3,2,0,1
R02105,2024-07-22,ID,gen_z,brand_a,1,1,1,2,3,3,5,4,1,0
R02106,2024-07-22,ID,gen_z,brand_a,1,0,1,4,4,3,4,3,1,1
R02107,2024-07-22,ID,millennial,brand_a,0,1,1,2,3,3,4,2,0,1
R02108,2024-07-22,ID,millennial,brand_a,0,1,1,3,4,3,3,2,0,1
R02109,2024-07-22,ID,millennial,brand_a,1,1,1,4,4,2,4,5,0,0
R02110,2024-07-22,ID,millennial,brand_a,0,0,1,4,2,2,4,4,1,1
R02111,2024-07-22,ID,millennial,brand_a,1,1,0,3,4,3,4,4,1,0
R02112,2024-07-22,ID,millennial,brand_a,1,0,1,3,3,2,2,2,1,1
R02113,2024-07-22,ID,millennial,brand_a,1,0,0,2,3,3,4,3,1,1
R02114,2024-07-22,ID,millennial,brand_a,1,1,1,4,3,4,3,4,0,0
R02115,2024-07-22,ID,millennial,brand_a,1,0,1,3,2,2,3,3,0,0
R02116,2024-07-22,ID,millennial,brand_a,1,0,0,3,3,3,4,3,0,1
R02117,2024-07-22,ID,millennial,brand_a,0,0,1,3,3,2,2,2,0,1
R02118,2024-07-22,ID,millennial,brand_a,0,1,0,2,4,3,2,2,1,0
R02119,2024-07-22,ID,millennial,brand_a,1,1,0,2,3,4,5,4,0,0
R02120,2024-07-22,ID,millennial,brand_a,1,1,1,4,3,3,3,5,1,0
R02121,2024-07-22,ID,millennial,brand_a,1,0,0,3,2,3,3,2,0,0
R02122,2024-07-22,ID,millennial,brand_a,1,1,0,4,4,2,3,4,1,0
R02123,2024-07-22,ID,millennial,brand_a,1,0,1,3,4,3,3,4,1,1
R02124,2024-07-22,ID,millennial,brand_a,0,0,1,4,2,3,2,2,1,1
R02125,2024-07-22,ID,family,brand_a,0,1,1,3,4,3,3,3,1,0
R02126,2024-07-22,ID,family,brand_a,1,1,1,2,4,4,3,4,1,0
R02127,2024-07-22,ID,family,brand_a,1,0,0,3,3,2,4,3,0,0
R02128,2024-07-22,ID,family,brand_a,1,1,1,5,4,2,4,2,0,0
R02129,2024-07-22,ID,family,brand_a,0,0,0,2,4,2,3,4,0,1
R02130,2024-07-22,ID,family,brand_a,1,1,1,3,4,1,3,4,1,1
R02131,2024-07-22,ID,family,brand_a,1,1,1,2,2,4,2,1,0,1
R02132,2024-07-22,ID,family,brand_a,1,1,1,2,2,1,3,4,1,1
R02133,2024-07-22,ID,family,brand_a,1,1,1,4,5,2,4,4,1,1
R02134,2024-07-22,ID,family,brand_a,0,1,0,3,3,2,3,3,0,1
R02135,2024-07-22,ID,family,brand_a,0,1,1,3,4,2,4,3,1,0
R02136,2024-07-22,ID,family,brand_a,1,0,1,3,4,2,4,2,0,1
R02137,2024-07-22,ID,family,brand_a,1,1,1,2,4,2,4,3,0,0
R02138,2024-07-22,ID,family,brand_a,1,1,1,3,4,4,3,3,0,1
R02139,2024-07-22,ID,family,brand_a,1,0,1,5,4,4,3,3,0,0
R02140,2024-07-22,ID,family,brand_a,0,0,1,2,3,3,4,3,0,0
R02141,2024-07-22,ID,family,brand_a,1,0,1,3,3,1,4,3,1,0
R02142,2024-07-22,ID,family,brand_a,1,0,1,4,4,2,4,4,0,0
R02143,2024-07-22,ID,premium_seekers,brand_a,0,1,0,2,1,4,3,3,1,1
R02144,2024-07-22,ID,premium_seekers,brand_a,0,1,0,2,1,3,2,2,0,1
R02145,2024-07-22,ID,premium_seekers,brand_a,1,1,0,3,3,4,3,3,1,0
R02146,2024-07-22,ID,premium_seekers,brand_a,1,1,1,4,5,2,5,4,0,0
R02147,2024-07-22,ID,premium_seekers,brand_a,0,0,0,4,3,5,4,3,1,1
R02148,2024-07-22,ID,premium_seekers,brand_a,0,0,0,2,3,5,3,3,1,0
R02149,2024-07-22,ID,premium_seekers,brand_a,1,1,0,4,4,2,5,5,1,0
R02150,2024-07-22,ID,premium_seekers,brand_a,1,1,0,4,4,3,4,3,1,0
R02151,2024-07-22,ID,premium_seekers,brand_a,1,1,1,4,4,2,4,3,1,0
R02152,2024-07-22,ID,premium_seekers,brand_a,1,1,1,3,2,4,2,3,0,1
R02153,2024-07-22,ID,premium_seekers,brand_a,1,0,0,5,4,2,4,5,1,0
R02154,2024-07-22,ID,premium_seekers,brand_a,0,1,0,3,3,2,4,4,1,0
R02155,2024-07-22,ID,premium_seekers,brand_a,1,1,1,4,4,3,4,4,0,0
R02156,2024-07-22,ID,premium_seekers,brand_a,1,1,1,1,3,3,4,3,1,1
R02157,2024-07-22,ID,premium_seekers,brand_a,1,0,0,1,4,3,4,2,1,1
R02158,2024-07-22,ID,premium_seekers,brand_a,1,0,1,2,4,3,4,5,1,0
R02159,2024-07-22,ID,premium_seekers,brand_a,1,1,1,5,4,2,4,5,1,0
R02160,2024-07-22,ID,premium_seekers,brand_a,0,1,0,4,3,3,1,4,1,0
R02161,2024-07-29,ID,gen_z,brand_a,1,0,1,5,5,3,4,4,1,1
R02162,2024-07-29,ID,gen_z,brand_a,0,0,0,4,2,2,2,2,0,1
R02163,2024-07-29,ID,gen_z,brand_a,1,0,0,4,3,4,3,5,1,0
R02164,2024-07-29,ID,gen_z,brand_a,1,1,1,4,5,1,5,5,1,0
R02165,2024-07-29,ID,gen_z,brand_a,1,1,1,4,5,3,4,4,1,0
R02166,2024-07-29,ID,gen_z,brand_a,1,0,0,3,3,2,4,3,0,0
R02167,2024-07-29,ID,gen_z,brand_a,0,1,1,4,3,2,4,4,0,1
R02168,2024-07-29,ID,gen_z,brand_a,1,0,1,5,4,1,3,4,0,1
R02169,2024-07-29,ID,gen_z,brand_a,1,1,1,3,4,1,4,5,1,0
R02170,2024-07-29,ID,gen_z,brand_a,0,0,1,4,5,2,4,4,1,1
R02171,2024-07-29,ID,gen_z,brand_a,1,1,1,2,4,1,2,3,0,0
R02172,2024-07-29,ID,gen_z,brand_a,1,1,0,3,3,3,4,4,1,0
R02173,2024-07-29,ID,gen_z,brand_a,0,0,1,2,4,3,4,2,0,0
R02174,2024-07-29,ID,gen_z,brand_a,1,1,1,3,3,2,4,4,1,0
R02175,2024-07-29,ID,gen_z,brand_a,1,1,1,4,5,2,5,4,1,0
R02176,2024-07-29,ID,gen_z,brand_a,1,1,0,3,2,3,3,4,1,1
R02177,2024-07-29,ID,gen_z,brand_a,0,0,1,4,4,3,5,5,1,0
R02178,2024-07-29,ID,gen_z,brand_a,1,1,1,3,4,2,3,5,1,0
R02179,2024-07-29,ID,millennial,brand_a,1,0,0,3,3,3,3,4,1,1
R02180,2024-07-29,ID,millennial,brand_a,1,0,0,4,3,3,4,2,1,0
R02181,2024-07-29,ID,millennial,brand_a,1,0,1,3,4,2,4,3,0,0
R02182,2024-07-29,ID,millennial,brand_a,1,1,0,2,4,4,2,2,1,0
R02183,2024-07-29,ID,millennial,brand_a,0,0,0,3,2,4,3,2,0,1
R02184,2024-07-29,ID,millennial,brand_a,1,1,1,4,5,2,3,4,1,0
R02185,2024-07-29,ID,millennial,brand_a,1,1,1,4,3,2,4,2,1,0
R02186,2024-07-29,ID,millennial,brand_a,1,1,1,4,4,1,5,4,1,0
R02187,2024-07-29,ID,millennial,brand_a,1,1,1,3,3,2,4,4,1,0
R02188,2024-07-29,ID,millennial,brand_a,1,1,1,3,5,2,3,4,1,1
R02189,2024-07-29,ID,millennial,brand_a,0,0,1,3,5,2,3,3,1,0
R02190,2024-07-29,ID,millennial,brand_a,0,1,1,3,3,2,4,3,1,0
R02191,2024-07-29,ID,millennial,brand_a,0,0,0,3,4,2,3,3,1,0
R02192,2024-07-29,ID,millennial,brand_a,0,1,1,5,3,1,4,3,0,0
R02193,2024-07-29,ID,millennial,brand_a,1,1,0,3,4,4,4,3,1,0
R02194,2024-07-29,ID,millennial,brand_a,0,1,1,3,4,3,3,3,0,0
R02195,2024-07-29,ID,millennial,brand_a,1,1,1,3,4,2,4,4,1,1
R02196,2024-07-29,ID,millennial,brand_a,1,0,0,2,4,3,2,2,1,1
R02197,2024-07-29,ID,family,brand_a,0,1,1,3,4,4,3,2,0,1
R02198,2024-07-29,ID,family,brand_a,0,1,0,4,5,2,3,3,0,0
R02199,2024-07-29,ID,family,brand_a,0,1,1,4,5,2,4,4,1,0
R02200,2024-07-29,ID,family,brand_a,1,1,1,3,4,1,4,5,1,0
R02201,2024-07-29,ID,family,brand_a,1,1,1,3,5,2,4,4,1,0
R02202,2024-07-29,ID,family,brand_a,0,0,1,2,2,3,3,2,0,1
R02203,2024-07-29,ID,family,brand_a,0,1,1,5,4,2,4,4,1,0
R02204,2024-07-29,ID,family,brand_a,1,0,1,2,3,4,4,3,1,0
R02205,2024-07-29,ID,family,brand_a,1,1,1,5,4,3,4,4,1,0
R02206,2024-07-29,ID,family,brand_a,1,0,0,3,5,4,3,3,0,1
R02207,2024-07-29,ID,family,brand_a,1,1,1,4,4,3,4,5,1,0
R02208,2024-07-29,ID,family,brand_a,1,0,1,4,4,2,3,4,0,1
R02209,2024-07-29,ID,family,brand_a,0,1,1,4,4,3,5,4,1,0
R02210,2024-07-29,ID,family,brand_a,1,0,1,3,2,3,3,2,1,0
R02211,2024-07-29,ID,family,brand_a,1,1,1,3,5,3,5,5,1,0
R02212,2024-07-29,ID,family,brand_a,1,1,0,5,4,2,4,4,1,0
R02213,2024-07-29,ID,family,brand_a,1,1,1,3,3,3,2,4,1,0
R02214,2024-07-29,ID,family,brand_a,0,1,1,5,3,4,2,2,1,1
R02215,2024-07-29,ID,premium_seekers,brand_a,1,1,0,3,5,2,4,4,1,0
R02216,2024-07-29,ID,premium_seekers,brand_a,0,0,1,3,3,4,2,2,0,1
R02217,2024-07-29,ID,premium_seekers,brand_a,1,1,0,1,2,4,2,3,0,1
R02218,2024-07-29,ID,premium_seekers,brand_a,1,0,1,4,3,2,4,2,1,1
R02219,2024-07-29,ID,premium_seekers,brand_a,1,1,1,5,5,3,5,4,1,1
R02220,2024-07-29,ID,premium_seekers,brand_a,1,0,1,4,4,2,4,5,1,0
R02221,2024-07-29,ID,premium_seekers,brand_a,1,1,1,3,4,3,3,4,0,0
R02222,2024-07-29,ID,premium_seekers,brand_a,1,1,0,2,3,2,2,3,1,0
R02223,2024-07-29,ID,premium_seekers,brand_a,0,0,1,4,5,4,3,4,0,1
R02224,2024-07-29,ID,premium_seekers,brand_a,0,0,0,2,2,4,4,3,0,1
R02225,2024-07-29,ID,premium_seekers,brand_a,0,0,0,4,4,3,2,2,0,1
R02226,2024-07-29,ID,premium_seekers,brand_a,0,0,1,5,5,3,4,2,1,0
R02227,2024-07-29,ID,premium_seekers,brand_a,0,1,1,2,2,4,3,4,0,1
R02228,2024-07-29,ID,premium_seekers,brand_a,1,1,1,5,4,1,4,4,0,0
R02229,2024-07-29,ID,premium_seekers,brand_a,1,0,1,2,3,2,1,4,1,1
R02230,2024-07-29,ID,premium_seekers,brand_a,0,1,1,3,3,4,3,4,0,0
R02231,2024-07-29,ID,premium_seekers,brand_a,1,0,0,3,2,3,2,3,0,0
R02232,2024-07-29,ID,premium_seekers,brand_a,0,1,0,4,5,2,2,3,0,1
R02233,2024-08-05,ID,gen_z,brand_a,1,1,1,5,4,2,4,5,0,0
R02234,2024-08-05,ID,gen_z,brand_a,1,1,1,5,5,1,4,4,1,0
R02235,2024-08-05,ID,gen_z,brand_a,0,0,0,2,2,3,1,3,0,1
R02236,2024-08-05,ID,gen_z,brand_a,1,1,1,2,4,3,3,2,0,1
R02237,2024-08-05,ID,gen_z,brand_a,0,1,1,2,4,1,4,4,1,0
R02238,2024-08-05,ID,gen_z,brand_a,1,1,0,5,4,2,2,3,1,0
R02239,2024-08-05,ID,gen_z,brand_a,1,1,1,5,4,1,4,5,1,0
R02240,2024-08-05,ID,gen_z,brand_a,0,1,0,5,3,3,3,3,1,0
R02241,2024-08-05,ID,gen_z,brand_a,0,1,1,5,4,3,4,5,0,1
R02242,2024-08-05,ID,gen_z,brand_a,1,1,0,2,2,4,2,2,0,1
R02243,2024-08-05,ID,gen_z,brand_a,0,0,1,3,2,3,2,2,0,1
R02244,2024-08-05,ID,gen_z,brand_a,1,1,1,3,3,3,4,4,0,0
R02245,2024-08-05,ID,gen_z,brand_a,1,1,1,4,3,2,4,4,0,0
R02246,2024-08-05,ID,gen_z,brand_a,1,1,1,4,5,3,4,2,1,0
R02247,2024-08-05,ID,gen_z,brand_a,0,1,0,1,3,3,4,4,1,1
R02248,2024-08-05,ID,gen_z,brand_a,0,1,1,3,2,3,3,3,1,1
R02249,2024-08-05,ID,gen_z,brand_a,1,0,1,4,5,1,5,4,1,1
R02250,2024-08-05,ID,gen_z,brand_a,1,0,1,3,2,2,3,3,0,1
R02251,2024-08-05,ID,millennial,brand_a,1,0,1,4,3,3,4,4,1,1
R02252,2024-08-05,ID,millennial,brand_a,0,0,1,2,2,3,3,4,0,0
R02253,2024-08-05,ID,millennial,brand_a,0,0,0,2,2,4,4,2,1,1
R02254,2024-08-05,ID,millennial,brand_a,0,1,1,4,4,2,5,5,1,0
R02255,2024-08-05,ID,millennial,brand_a,0,1,0,2,2,3,3,3,0,1
R02256,2024-08-05,ID,millennial,brand_a,1,1,1,3,5,3,3,2,0,0
R02257,2024-08-05,ID,millennial,brand_a,0,0,1,3,3,2,3,4,1,0
R02258,2024-08-05,ID,millennial,brand_a,1,1,1,4,5,2,3,4,0,0
R02259,2024-08-05,ID,millennial,brand_a,0,0,1,2,3,3,4,4,0,0
R02260,2024-08-05,ID,millennial,brand_a,1,1,1,3,4,2,3,4,1,1
R02261,2024-08-05,ID,millennial,brand_a,0,1,1,5,5,3,4,2,0,0
R02262,2024-08-05,ID,millennial,brand_a,0,1,0,2,2,5,2,1,0,1
R02263,2024-08-05,ID,millennial,brand_a,0,1,1,4,4,2,4,4,1,0
R02264,2024-08-05,ID,millennial,brand_a,0,1,1,4,4,3,5,4,1,0
R02265,2024-08-05,ID,millennial,brand_a,1,0,0,2,3,2,3,3,1,0
R02266,2024-08-05,ID,millennial,brand_a,1,1,1,4,5,1,4,3,1,0
R02267,2024-08-05,ID,millennial,brand_a,0,0,0,2,4,1,3,3,1,0
R02268,2024-08-05,ID,millennial,brand_a,1,1,1,4,3,1,3,4,1,0
R02269,2024-08-05,ID,family,brand_a,1,1,0,2,3,3,4,2,1,0
R02270,2024-08-05,ID,family,brand_a,1,1,1,4,3,2,2,4,1,0
R02271,2024-08-05,ID,family,brand_a,1,0,1,2,5,1,2,3,1,0
R02272,2024-08-05,ID,family,brand_a,0,0,0,3,3,4,3,2,0,1
R02273,2024-08-05,ID,family,brand_a,0,0,1,3,5,2,2,5,1,0
R02274,2024-08-05,ID,family,brand_a,0,1,1,4,2,4,4,3,1,0
R02275,2024-08-05,ID,family,brand_a,1,1,1,5,4,1,4,3,1,0
R02276,2024-08-05,ID,family,brand_a,0,0,0,4,3,3,3,3,1,1
R02277,2024-08-05,ID,family,brand_a,0,0,0,2,1,2,3,3,1,1
R02278,2024-08-05,ID,family,brand_a,0,1,1,4,5,2,4,3,1,0
R02279,2024-08-05,ID,family,brand_a,0,0,0,2,1,4,3,1,0,0
R02280,2024-08-05,ID,family,brand_a,0,1,0,3,4,3,4,4,0,1
R02281,2024-08-05,ID,family,brand_a,1,1,0,4,5,2,2,5,1,0
R02282,2024-08-05,ID,family,brand_a,0,1,1,5,4,3,3,4,0,1
R02283,2024-08-05,ID,family,brand_a,0,1,1,4,3,2,2,3,1,1
R02284,2024-08-05,ID,family,brand_a,1,0,1,2,5,1,4,3,0,0
R02285,2024-08-05,ID,family,brand_a,0,1,0,3,4,1,4,4,1,0
R02286,2024-08-05,ID,family,brand_a,1,1,0,4,2,2,3,3,0,0
R02287,2024-08-05,ID,premium_seekers,brand_a,1,1,0,3,3,3,3,4,0,0
R02288,2024-08-05,ID,premium_seekers,brand_a,1,0,0,4,4,4,2,4,1,0
R02289,2024-08-05,ID,premium_seekers,brand_a,1,1,0,4,3,2,4,3,0,0
R02290,2024-08-05,ID,premium_seekers,brand_a,1,0,1,4,3,2,5,5,1,0
R02291,2024-08-05,ID,premium_seekers,brand_a,1,1,1,3,4,1,4,5,0,1
R02292,2024-08-05,ID,premium_seekers,brand_a,1,1,1,4,5,2,5,5,1,1
R02293,2024-08-05,ID,premium_seekers,brand_a,1,1,1,4,3,2,3,4,0,0
R02294,2024-08-05,ID,premium_seekers,brand_a,1,0,1,3,3,4,4,3,1,1
R02295,2024-08-05,ID,premium_seekers,brand_a,1,1,1,4,4,2,5,5,1,0
R02296,2024-08-05,ID,premium_seekers,brand_a,0,1,1,4,4,3,3,4,0,0
R02297,2024-08-05,ID,premium_seekers,brand_a,0,1,0,3,3,3,3,2,1,0
R02298,2024-08-05,ID,premium_seekers,brand_a,1,0,1,4,4,3,3,4,1,0
R02299,2024-08-05,ID,premium_seekers,brand_a,1,1,1,4,3,3,4,3,1,0
R02300,2024-08-05,ID,premium_seekers,brand_a,0,0,1,3,2,3,2,2,0,0
R02301,2024-08-05,ID,premium_seekers,brand_a,1,1,1,4,3,3,2,3,0,1
R02302,2024-08-05,ID,premium_seekers,brand_a,1,0,0,4,3,4,3,4,0,0
R02303,2024-08-05,ID,premium_seekers,brand_a,0,1,1,5,4,1,4,3,1,0
R02304,2024-08-05,ID,premium_seekers,brand_a,1,1,1,4,3,1,4,4,1,0
R02305,2024-08-12,ID,gen_z,brand_a,1,0,0,3,2,2,2,4,1,1
R02306,2024-08-12,ID,gen_z,brand_a,0,1,1,3,5,2,5,3,0,0
R02307,2024-08-12,ID,gen_z,brand_a,1,0,1,3,4,1,2,3,1,1
R02308,2024-08-12,ID,gen_z,brand_a,0,0,0,3,3,2,4,4,1,1
R02309,2024-08-12,ID,gen_z,brand_a,1,0,1,4,2,2,4,3,1,0
R02310,2024-08-12,ID,gen_z,brand_a,1,1,1,4,4,2,4,3,1,0
R02311,2024-08-12,ID,gen_z,brand_a,0,1,1,3,4,3,4,3,1,0
R02312,2024-08-12,ID,gen_z,brand_a,1,1,1,5,4,1,5,4,1,0
R02313,2024-08-12,ID,gen_z,brand_a,0,0,1,3,3,2,3,3,0,0
R02314,2024-08-12,ID,gen_z,brand_a,1,1,1,4,5,1,4,4,1,0
R02315,2024-08-12,ID,gen_z,brand_a,1,1,1,3,4,2,3,3,1,1
R02316,2024-08-12,ID,gen_z,brand_a,1,1,0,3,2,5,2,3,1,1
R02317,2024-08-12,ID,gen_z,brand_a,1,1,1,4,3,2,5,2,1,0
R02318,2024-08-12,ID,gen_z,brand_a,0,0,1,3,2,3,3,4,0,1
R02319,2024-08-12,ID,gen_z,brand_a,1,0,0,3,4,2,3,4,0,1
R02320,2024-08-12,ID,gen_z,brand_a,0,0,0,2,3,3,2,3,0,1
R02321,2024-08-12,ID,gen_z,brand_a,1,1,0,4,5,2,3,5,1,0
R02322,2024-08-12,ID,gen_z,brand_a,1,0,0,4,4,2,4,4,1,0
R02323,2024-08-12,ID,millennial,brand_a,1,1,1,2,3,1,4,5,1,0
R02324,2024-08-12,ID,millennial,brand_a,1,1,1,3,5,2,4,5,1,0
R02325,2024-08-12,ID,millennial,brand_a,1,0,1,2,3,2,3,3,1,0
R02326,2024-08-12,ID,millennial,brand_a,1,0,0,4,4,3,4,4,1,0
R02327,2024-08-12,ID,millennial,brand_a,1,1,1,3,5,2,3,3,0,1
R02328,2024-08-12,ID,millennial,brand_a,0,0,0,3,2,2,3,3,0,1
R02329,2024-08-12,ID,millennial,brand_a,0,1,0,2,3,3,2,3,0,1
R02330,2024-08-12,ID,millennial,brand_a,0,1,0,5,4,4,4,5,1,0
R02331,2024-08-12,ID,millennial,brand_a,0,1,1,4,3,2,4,4,1,1
R02332,2024-08-12,ID,millennial,brand_a,1,0,1,4,4,1,4,4,1,0
R02333,2024-08-12,ID,millennial,brand_a,0,0,1,2,5,1,4,3,1,0
R02334,2024-08-12,ID,millennial,brand_a,1,1,0,4,3,3,4,4,1,1
R02335,2024-08-12,ID,millennial,brand_a,1,1,1,4,4,2,4,4,1,1
R02336,2024-08-12,ID,millennial,brand_a,1,0,1,4,4,4,3,3,1,0
R02337,2024-08-12,ID,millennial,brand_a,0,1,1,3,3,2,4,3,0,0
R02338,2024-08-12,ID,millennial,brand_a,0,0,1,4,2,4,1,2,1,0
R02339,2024-08-12,ID,millennial,brand_a,0,1,1,3,3,3,2,2,1,1
R02340,2024-08-12,ID,millennial,brand_a,0,1,1,4,5,4,3,4,1,1
R02341,2024-08-12,ID,family,brand_a,0,0,0,3,3,3,4,2,0,1
R02342,2024-08-12,ID,family,brand_a,0,0,1,4,4,2,3,4,1,0
R02343,2024-08-12,ID,family,brand_a,1,1,0,3,2,5,1,2,1,1
R02344,2024-08-12,ID,family,brand_a,1,1,1,5,5,2,4,4,1,0
R02345,2024-08-12,ID,family,brand_a,1,0,1,3,4,3,4,4,0,0
R02346,2024-08-12,ID,family,brand_a,1,1,0,4,3,2,3,3,1,0
